,dice scores,precisions,recalls
0,0.8990618314324305,0.899619507251302,0.8985048465945519
1,0.9165922904140292,0.9014667388757944,0.9322340817767915
2,0.9411239825714324,0.9302424565538956,0.9522630953638667
3,0.8906417964670775,0.8285127101706975,0.9628442278719357
4,0.8456889811260334,0.7835371220459637,0.9185503841526677
5,0.939693991484841,0.9668997245221634,0.9139773397206156
6,0.8369749414105058,0.7608301991940477,0.9300559912664638
7,0.9158914165275167,0.8685920079959037,0.9686389054364279
8,0.9365391066507404,0.8873635041337209,0.9914848709137564
9,0.9365918416607281,0.9078609886850549,0.967200600714853
10,0.8127551588876331,0.9815899905729093,0.6934762822525531
11,0.8792621298818869,0.9335993000219813,0.8309021215291449
12,0.8998283980438486,0.9736214597117134,0.836433160425956
13,0.9005149700183749,0.9628522123312605,0.845758632408745
14,0.7276322029357902,0.9663863580738594,0.5834787121531733
15,0.9219955172714053,0.9523089432629102,0.8935524004121222
16,0.9160215438881081,0.9653263052420332,0.8715085922317485
17,0.4116839854996303,0.43555745752601055,0.3902915944381545
18,0.515542947422967,0.5492050554685557,0.48576898950703695
19,0.21852153545341046,0.16656533075442065,0.3175847603395563
