,dice scores,precisions,recalls
0,0.3497659789109251,0.22062551996723473,0.8434961960105808
1,0.44681303486245105,0.3020439409532334,0.8580976071916903
2,0.728803053091246,0.6422288394335569,0.8423547960376632
3,0.5661581987514649,0.40105819399087084,0.9622992338027578
4,0.30858029326222125,0.18676739865813907,0.8872785573705112
5,0.6169108792256238,0.48167588390372745,0.8577252363532136
6,0.25719951368352023,0.147785143036025,0.9906046856376833
7,0.7775084277114227,0.6596273990513334,0.94668998251332
8,0.7739814970038169,0.6319877744092737,0.9982709829107399
9,0.37175735312284475,0.23171690271740158,0.9396356453167629
10,0.7239537118603899,0.8289704684183101,0.6425529510314625
11,0.719519386607328,0.6112147394470732,0.8744721196839291
12,0.7948988965405398,0.7066178272708731,0.908388065088115
13,0.7320457441127989,0.6360845323545813,0.8621049250237549
14,0.8696634621353971,0.9130603840859223,0.8302045995690683
15,0.8234958184174287,0.8199583561678668,0.8270639355395348
16,0.8873332345319389,0.839440218574398,0.9410218391036373
17,0.15719487425244563,0.22542106977340423,0.12067211551234017
18,0.278092450669639,0.20191509897386864,0.44657285435007077
19,0.15423476045617002,0.09160172936674534,0.48770471671738336
