,dice scores,precisions,recalls
0,0.8960924442611724,0.8756832374286065,0.9174756914807422
1,0.9076331598295432,0.9123908245462622,0.902924855437828
2,0.9403673861387704,0.9439575087298923,0.9368044684708765
3,0.907690439157387,0.8878796937165117,0.928405411471096
4,0.8471666357989776,0.8597041758623895,0.834989523146946
5,0.9381481962648965,0.9641740585016031,0.9134904325122419
6,0.8607250698631785,0.8091220832358438,0.9193585544445511
7,0.9215286720704463,0.9083686460456295,0.9350756163648991
8,0.9404186543086638,0.8990046491480882,0.9858325161269227
9,0.9293601158663783,0.8991560407037777,0.9616639300081269
10,0.7025844744975693,0.9848128168135853,0.5460865974195038
11,0.8501026650880102,0.8571902476663573,0.8431313271363653
12,0.8933887002561249,0.9369114445451415,0.8537300180164503
13,0.8205081249107035,0.8320057125027691,0.8093239789388231
14,0.6554136578283473,0.953888379193149,0.49920943174432936
15,0.8766971068864526,0.9331498520911186,0.8266851540764225
16,0.9217106668338033,0.9475774385884697,0.8972185807034652
17,0.32272602467519407,0.6375087670113854,0.21604799376557704
18,0.40186058732231156,0.4183300833215066,0.3866387663989615
19,0.19009598410645578,0.12939009066241156,0.35811056422374066
